Rank,Club,Country,Level,Elo,From,To,date,updated_at
42.0,Rennes,FRA,1,1732.70239258,2024-03-18,2024-03-31,2024-03-18,2024-03-18 10:15:35
43.0,Brentford,ENG,1,1722.21008301,2024-03-18,2024-03-30,2024-03-18,2024-03-18 10:15:35
44.0,Villarreal,ESP,1,1721.32666016,2024-03-18,2024-04-01,2024-03-18,2024-03-18 10:15:35
46.0,Monaco,FRA,1,1716.85510254,2024-03-18,2024-03-30,2024-03-18,2024-03-18 10:15:35
47.0,Bournemouth,ENG,1,1709.9432373,2024-03-17,2024-03-30,2024-03-18,2024-03-18 10:15:35
49.0,Everton,ENG,1,1708.59301758,2024-03-18,2024-03-30,2024-03-18,2024-03-18 10:15:35
53.0,Crystal Palace,ENG,1,1703.23583984,2024-03-18,2024-03-30,2024-03-18,2024-03-18 10:15:35
54.0,Brest,FRA,1,1700.27490234,2024-03-18,2024-03-31,2024-03-18,2024-03-18 10:15:35
55.0,Valencia,ESP,1,1695.7175293,2024-03-18,2024-03-30,2024-03-18,2024-03-18 10:15:35
56.0,Leicester,ENG,2,1695.43493652,2024-03-18,2024-04-11,2024-03-18,2024-03-18 10:15:35
57.0,Nice,FRA,1,1694.66833496,2024-03-18,2024-03-31,2024-03-18,2024-03-18 10:15:35
58.0,Leeds,ENG,2,1693.50366211,2024-03-18,2024-04-11,2024-03-18,2024-03-18 10:15:35
59.0,Betis,ESP,1,1692.9083252,2024-03-18,2024-03-31,2024-03-18,2024-03-18 10:15:35
65.0,Lyon,FRA,1,1675.4753418,2024-03-18,2024-03-30,2024-03-18,2024-03-18 10:15:35
66.0,Getafe,ESP,1,1672.45202637,2024-03-18,2024-03-30,2024-03-18,2024-03-18 10:15:35
67.0,Sevilla,ESP,1,1671.46582031,2024-03-18,2024-03-30,2024-03-18,2024-03-18 10:15:35
71.0,Forest,ENG,1,1660.91333008,2024-03-17,2024-03-30,2024-03-18,2024-03-18 10:15:35
75.0,Osasuna,ESP,1,1653.05456543,2024-03-17,2024-03-30,2024-03-18,2024-03-18 10:15:35
79.0,Reims,FRA,1,1646.52990723,2024-03-18,2024-03-30,2024-03-18,2024-03-18 10:15:35
83.0,Celta,ESP,1,1643.60583496,2024-03-18,2024-03-31,2024-03-18,2024-03-18 10:15:35
85.0,Mallorca,ESP,1,1638.59741211,2024-03-17,2024-03-30,2024-03-18,2024-03-18 10:15:35
87.0,Burnley,ENG,1,1633.85009766,2024-03-17,2024-03-30,2024-03-18,2024-03-18 10:15:35
89.0,Southampton,ENG,2,1630.82397461,2024-03-18,2024-04-11,2024-03-18,2024-03-18 10:15:35
93.0,Las Palmas,ESP,1,1627.52868652,2024-03-18,2024-03-30,2024-03-18,2024-03-18 10:15:35
95.0,Rayo Vallecano,ESP,1,1625.3581543,2024-03-18,2024-03-31,2024-03-18,2024-03-18 10:15:35
96.0,Montpellier,FRA,1,1622.09423828,2024-03-18,2024-03-31,2024-03-18,2024-03-18 10:15:35
97.0,Alaves,ESP,1,1616.65478516,2024-03-18,2024-03-31,2024-03-18,2024-03-18 10:15:35
98.0,Toulouse,FRA,1,1616.59545898,2024-03-18,2024-03-31,2024-03-18,2024-03-18 10:15:35
100.0,Strasbourg,FRA,1,1611.07714844,2024-03-17,2024-03-31,2024-03-18,2024-03-18 10:15:35
,Espanyol,ESP,2,1593.12609863,2024-03-18,2024-03-23,2024-03-18,2024-03-18 10:15:35
,Lorient,FRA,1,1584.87023926,2024-03-18,2024-03-31,2024-03-18,2024-03-18 10:15:35
,Ipswich,ENG,2,1580.67712402,2024-03-17,2024-04-11,2024-03-18,2024-03-18 10:15:35
,Elche,ESP,2,1576.79162598,2024-03-18,2024-04-11,2024-03-18,2024-03-18 10:15:35
,Valladolid,ESP,2,1565.30688477,2024-03-18,2024-04-11,2024-03-18,2024-03-18 10:15:35
,Oviedo,ESP,2,1563.52416992,2024-03-17,2024-03-23,2024-03-18,2024-03-18 10:15:35
,Levante,ESP,2,1563.03161621,2024-03-17,2024-04-11,2024-03-18,2024-03-18 10:15:35
,Leganes,ESP,2,1560.36962891,2024-03-18,2024-03-23,2024-03-18,2024-03-18 10:15:35
,Auxerre,FRA,2,1553.36120605,2024-03-17,2024-04-11,2024-03-18,2024-03-18 10:15:35
,Le Havre,FRA,1,1552.78112793,2024-03-18,2024-03-31,2024-03-18,2024-03-18 10:15:35
,Metz,FRA,1,1546.23791504,2024-03-18,2024-03-30,2024-03-18,2024-03-18 10:15:35
,Nantes,FRA,1,1538.81201172,2024-03-17,2024-03-31,2024-03-18,2024-03-18 10:15:35
,Saint-Etienne,FRA,2,1502.79931641,2024-03-17,2024-04-11,2024-03-18,2024-03-18 10:15:35
,Sunderland,ENG,2,1480.97192383,2024-03-17,2024-04-11,2024-03-18,2024-03-18 10:15:35
,Angers,FRA,2,1459.27307129,2024-03-17,2024-04-11,2024-03-18,2024-03-18 10:15:35
,Paris FC,FRA,2,1455.65686035,2024-03-17,2024-04-11,2024-03-18,2024-03-18 10:15:35
1.0,Man City,ENG,1,2052.29907227,2024-03-15,2024-03-31,2024-03-19,2024-03-19 10:15:07
2.0,Real Madrid,ESP,1,1971.24047852,2024-03-18,2024-03-31,2024-03-19,2024-03-19 10:15:07
4.0,Liverpool,ENG,1,1967.69360352,2024-03-17,2024-03-31,2024-03-19,2024-03-19 10:15:07
5.0,Arsenal,ENG,1,1956.6348877,2024-03-15,2024-03-31,2024-03-19,2024-03-19 10:15:07
8.0,Paris SG,FRA,1,1894.07617188,2024-03-18,2024-03-31,2024-03-19,2024-03-19 10:15:07
9.0,Barcelona,ESP,1,1887.69262695,2024-03-18,2024-03-30,2024-03-19,2024-03-19 10:15:07
12.0,Tottenham,ENG,1,1841.69372559,2024-03-18,2024-03-30,2024-03-19,2024-03-19 10:15:07
13.0,Aston Villa,ENG,1,1836.8079834,2024-03-18,2024-03-30,2024-03-19,2024-03-19 10:15:07
14.0,Atletico,ESP,1,1831.26086426,2024-03-18,2024-04-01,2024-03-19,2024-03-19 10:15:07
18.0,Man United,ENG,1,1814.65649414,2024-03-18,2024-03-30,2024-03-19,2024-03-19 10:15:07
23.0,Newcastle,ENG,1,1801.71228027,2024-03-18,2024-03-30,2024-03-19,2024-03-19 10:15:07
24.0,West Ham,ENG,1,1791.05041504,2024-03-18,2024-03-30,2024-03-19,2024-03-19 10:15:07
26.0,Chelsea,ENG,1,1789.40234375,2024-03-18,2024-03-30,2024-03-19,2024-03-19 10:15:07
29.0,Bilbao,ESP,1,1776.5904541,2024-03-17,2024-03-31,2024-03-19,2024-03-19 10:15:07
30.0,Brighton,ENG,1,1775.88256836,2024-03-16,2024-03-31,2024-03-19,2024-03-19 10:15:07
31.0,Sociedad,ESP,1,1772.10131836,2024-03-17,2024-03-31,2024-03-19,2024-03-19 10:15:07
32.0,Girona,ESP,1,1770.80249023,2024-03-17,2024-03-31,2024-03-19,2024-03-19 10:15:07
34.0,Fulham,ENG,1,1751.54907227,2024-03-18,2024-03-30,2024-03-19,2024-03-19 10:15:07
37.0,Wolves,ENG,1,1748.51184082,2024-03-18,2024-03-30,2024-03-19,2024-03-19 10:15:07
38.0,Marseille,FRA,1,1748.06030273,2024-03-18,2024-03-31,2024-03-19,2024-03-19 10:15:07
39.0,Lens,FRA,1,1747.44152832,2024-03-17,2024-03-29,2024-03-19,2024-03-19 10:15:07
41.0,Lille,FRA,1,1739.51940918,2024-03-18,2024-03-29,2024-03-19,2024-03-19 10:15:07
42.0,Rennes,FRA,1,1732.70239258,2024-03-18,2024-03-31,2024-03-19,2024-03-19 10:15:07
43.0,Brentford,ENG,1,1722.21020508,2024-03-18,2024-03-30,2024-03-19,2024-03-19 10:15:07
44.0,Villarreal,ESP,1,1721.32678223,2024-03-18,2024-04-01,2024-03-19,2024-03-19 10:15:07
46.0,Monaco,FRA,1,1716.85510254,2024-03-18,2024-03-30,2024-03-19,2024-03-19 10:15:07
47.0,Bournemouth,ENG,1,1709.94335938,2024-03-17,2024-03-30,2024-03-19,2024-03-19 10:15:07
49.0,Everton,ENG,1,1708.59289551,2024-03-17,2024-03-30,2024-03-19,2024-03-19 10:15:07
53.0,Crystal Palace,ENG,1,1703.23583984,2024-03-18,2024-03-30,2024-03-19,2024-03-19 10:15:07
54.0,Brest,FRA,1,1700.27490234,2024-03-18,2024-03-31,2024-03-19,2024-03-19 10:15:07
55.0,Valencia,ESP,1,1695.71740723,2024-03-18,2024-03-30,2024-03-19,2024-03-19 10:15:07
56.0,Leicester,ENG,2,1695.43493652,2024-03-18,2024-04-15,2024-03-19,2024-03-19 10:15:07
57.0,Nice,FRA,1,1694.66833496,2024-03-18,2024-03-31,2024-03-19,2024-03-19 10:15:07
59.0,Leeds,ENG,2,1693.50402832,2024-03-18,2024-04-15,2024-03-19,2024-03-19 10:15:07
60.0,Betis,ESP,1,1692.9083252,2024-03-18,2024-03-31,2024-03-19,2024-03-19 10:15:07
65.0,Lyon,FRA,1,1675.4753418,2024-03-18,2024-03-30,2024-03-19,2024-03-19 10:15:07
66.0,Getafe,ESP,1,1672.45202637,2024-03-18,2024-03-30,2024-03-19,2024-03-19 10:15:07
67.0,Sevilla,ESP,1,1671.46582031,2024-03-18,2024-03-30,2024-03-19,2024-03-19 10:15:07
71.0,Forest,ENG,1,1660.91333008,2024-03-17,2024-03-30,2024-03-19,2024-03-19 10:15:07
75.0,Osasuna,ESP,1,1653.05456543,2024-03-17,2024-03-30,2024-03-19,2024-03-19 10:15:07
79.0,Reims,FRA,1,1646.53161621,2024-03-18,2024-03-30,2024-03-19,2024-03-19 10:15:07
83.0,Celta,ESP,1,1643.60595703,2024-03-18,2024-03-31,2024-03-19,2024-03-19 10:15:07
86.0,Mallorca,ESP,1,1638.59741211,2024-03-18,2024-03-30,2024-03-19,2024-03-19 10:15:07
87.0,Burnley,ENG,1,1633.85009766,2024-03-17,2024-03-30,2024-03-19,2024-03-19 10:15:07
89.0,Southampton,ENG,2,1630.82397461,2024-03-18,2024-04-15,2024-03-19,2024-03-19 10:15:07
93.0,Las Palmas,ESP,1,1627.52331543,2024-03-18,2024-03-30,2024-03-19,2024-03-19 10:15:07
95.0,Rayo Vallecano,ESP,1,1625.3581543,2024-03-18,2024-03-31,2024-03-19,2024-03-19 10:15:07
96.0,Montpellier,FRA,1,1622.09423828,2024-03-18,2024-03-31,2024-03-19,2024-03-19 10:15:07
97.0,Alaves,ESP,1,1616.65478516,2024-03-18,2024-03-31,2024-03-19,2024-03-19 10:15:07
98.0,Toulouse,FRA,1,1616.59545898,2024-03-18,2024-03-31,2024-03-19,2024-03-19 10:15:07
100.0,Strasbourg,FRA,1,1611.07714844,2024-03-17,2024-03-31,2024-03-19,2024-03-19 10:15:07
,Espanyol,ESP,2,1593.1237793,2024-03-18,2024-03-23,2024-03-19,2024-03-19 10:15:07
,Lorient,FRA,1,1584.87023926,2024-03-18,2024-03-31,2024-03-19,2024-03-19 10:15:07
,Ipswich,ENG,2,1580.67712402,2024-03-17,2024-04-15,2024-03-19,2024-03-19 10:15:07
,Elche,ESP,2,1576.79138184,2024-03-18,2024-03-24,2024-03-19,2024-03-19 10:15:07
,Valladolid,ESP,2,1565.30566406,2024-03-18,2024-03-24,2024-03-19,2024-03-19 10:15:07
,Oviedo,ESP,2,1563.52416992,2024-03-17,2024-03-23,2024-03-19,2024-03-19 10:15:07
,Levante,ESP,2,1563.03161621,2024-03-17,2024-03-24,2024-03-19,2024-03-19 10:15:07
,Leganes,ESP,2,1560.36962891,2024-03-18,2024-03-23,2024-03-19,2024-03-19 10:15:07
,Auxerre,FRA,2,1553.36120605,2024-03-17,2024-04-15,2024-03-19,2024-03-19 10:15:07
,Le Havre,FRA,1,1552.77893066,2024-03-18,2024-03-31,2024-03-19,2024-03-19 10:15:07
,Metz,FRA,1,1546.23620605,2024-03-18,2024-03-30,2024-03-19,2024-03-19 10:15:07
,Nantes,FRA,1,1538.81201172,2024-03-17,2024-03-31,2024-03-19,2024-03-19 10:15:07
,Saint-Etienne,FRA,2,1502.79931641,2024-03-17,2024-04-15,2024-03-19,2024-03-19 10:15:07
,Sunderland,ENG,2,1480.97192383,2024-03-17,2024-04-15,2024-03-19,2024-03-19 10:15:07
,Angers,FRA,2,1459.27307129,2024-03-17,2024-04-15,2024-03-19,2024-03-19 10:15:07
,Paris FC,FRA,2,1455.65686035,2024-03-17,2024-04-15,2024-03-19,2024-03-19 10:15:07
1.0,Man City,ENG,1,2052.29907227,2024-03-15,2024-03-31,2024-03-20,2024-03-20 10:14:43
2.0,Real Madrid,ESP,1,1971.24047852,2024-03-18,2024-03-31,2024-03-20,2024-03-20 10:14:43
4.0,Liverpool,ENG,1,1967.69360352,2024-03-17,2024-03-31,2024-03-20,2024-03-20 10:14:43
5.0,Arsenal,ENG,1,1956.6348877,2024-03-15,2024-03-31,2024-03-20,2024-03-20 10:14:43
8.0,Paris SG,FRA,1,1894.07617188,2024-03-18,2024-03-31,2024-03-20,2024-03-20 10:14:43
9.0,Barcelona,ESP,1,1887.69262695,2024-03-18,2024-03-30,2024-03-20,2024-03-20 10:14:43
12.0,Tottenham,ENG,1,1841.69372559,2024-03-18,2024-03-30,2024-03-20,2024-03-20 10:14:43
13.0,Aston Villa,ENG,1,1836.8079834,2024-03-18,2024-03-30,2024-03-20,2024-03-20 10:14:43
14.0,Atletico,ESP,1,1831.26086426,2024-03-18,2024-04-01,2024-03-20,2024-03-20 10:14:43
18.0,Man United,ENG,1,1814.65649414,2024-03-18,2024-03-30,2024-03-20,2024-03-20 10:14:43
23.0,Newcastle,ENG,1,1801.71228027,2024-03-18,2024-03-30,2024-03-20,2024-03-20 10:14:43
24.0,West Ham,ENG,1,1791.05041504,2024-03-18,2024-03-30,2024-03-20,2024-03-20 10:14:43
26.0,Chelsea,ENG,1,1789.40234375,2024-03-18,2024-03-30,2024-03-20,2024-03-20 10:14:43
29.0,Bilbao,ESP,1,1776.5904541,2024-03-17,2024-03-31,2024-03-20,2024-03-20 10:14:43
30.0,Brighton,ENG,1,1775.88256836,2024-03-16,2024-03-31,2024-03-20,2024-03-20 10:14:43
31.0,Sociedad,ESP,1,1772.10131836,2024-03-17,2024-03-31,2024-03-20,2024-03-20 10:14:43
32.0,Girona,ESP,1,1770.80249023,2024-03-17,2024-03-31,2024-03-20,2024-03-20 10:14:43
34.0,Fulham,ENG,1,1751.54907227,2024-03-18,2024-03-30,2024-03-20,2024-03-20 10:14:43
37.0,Wolves,ENG,1,1748.51184082,2024-03-18,2024-03-30,2024-03-20,2024-03-20 10:14:43
38.0,Marseille,FRA,1,1748.06030273,2024-03-18,2024-03-31,2024-03-20,2024-03-20 10:14:43
39.0,Lens,FRA,1,1747.44152832,2024-03-17,2024-03-29,2024-03-20,2024-03-20 10:14:43
41.0,Lille,FRA,1,1739.51940918,2024-03-18,2024-03-29,2024-03-20,2024-03-20 10:14:43
42.0,Rennes,FRA,1,1732.70239258,2024-03-18,2024-03-31,2024-03-20,2024-03-20 10:14:43
43.0,Brentford,ENG,1,1722.21020508,2024-03-18,2024-03-30,2024-03-20,2024-03-20 10:14:43
44.0,Villarreal,ESP,1,1721.32678223,2024-03-18,2024-04-01,2024-03-20,2024-03-20 10:14:43
46.0,Monaco,FRA,1,1716.85510254,2024-03-18,2024-03-30,2024-03-20,2024-03-20 10:14:43
47.0,Bournemouth,ENG,1,1709.94335938,2024-03-17,2024-03-30,2024-03-20,2024-03-20 10:14:43
49.0,Everton,ENG,1,1708.59289551,2024-03-17,2024-03-30,2024-03-20,2024-03-20 10:14:43
53.0,Crystal Palace,ENG,1,1703.23583984,2024-03-18,2024-03-30,2024-03-20,2024-03-20 10:14:43
54.0,Brest,FRA,1,1700.27490234,2024-03-18,2024-03-31,2024-03-20,2024-03-20 10:14:43
55.0,Valencia,ESP,1,1695.71740723,2024-03-18,2024-03-30,2024-03-20,2024-03-20 10:14:43
56.0,Leicester,ENG,2,1695.43493652,2024-03-18,2024-04-15,2024-03-20,2024-03-20 10:14:43
57.0,Nice,FRA,1,1694.66833496,2024-03-18,2024-03-31,2024-03-20,2024-03-20 10:14:43
59.0,Leeds,ENG,2,1693.50402832,2024-03-18,2024-04-15,2024-03-20,2024-03-20 10:14:43
60.0,Betis,ESP,1,1692.9083252,2024-03-18,2024-03-31,2024-03-20,2024-03-20 10:14:43
65.0,Lyon,FRA,1,1675.4753418,2024-03-18,2024-03-30,2024-03-20,2024-03-20 10:14:43
66.0,Getafe,ESP,1,1672.45202637,2024-03-18,2024-03-30,2024-03-20,2024-03-20 10:14:43
67.0,Sevilla,ESP,1,1671.46582031,2024-03-18,2024-03-30,2024-03-20,2024-03-20 10:14:43
71.0,Forest,ENG,1,1660.91333008,2024-03-17,2024-03-30,2024-03-20,2024-03-20 10:14:43
75.0,Osasuna,ESP,1,1653.05456543,2024-03-17,2024-03-30,2024-03-20,2024-03-20 10:14:43
79.0,Reims,FRA,1,1646.53161621,2024-03-18,2024-03-30,2024-03-20,2024-03-20 10:14:43
83.0,Celta,ESP,1,1643.60595703,2024-03-18,2024-03-31,2024-03-20,2024-03-20 10:14:43
86.0,Mallorca,ESP,1,1638.59741211,2024-03-18,2024-03-30,2024-03-20,2024-03-20 10:14:43
87.0,Burnley,ENG,1,1633.85009766,2024-03-17,2024-03-30,2024-03-20,2024-03-20 10:14:43
89.0,Southampton,ENG,2,1630.82397461,2024-03-18,2024-04-15,2024-03-20,2024-03-20 10:14:43
93.0,Las Palmas,ESP,1,1627.52331543,2024-03-18,2024-03-30,2024-03-20,2024-03-20 10:14:43
95.0,Rayo Vallecano,ESP,1,1625.3581543,2024-03-18,2024-03-31,2024-03-20,2024-03-20 10:14:43
96.0,Montpellier,FRA,1,1622.09423828,2024-03-18,2024-03-31,2024-03-20,2024-03-20 10:14:43
97.0,Alaves,ESP,1,1616.65478516,2024-03-18,2024-03-31,2024-03-20,2024-03-20 10:14:43
98.0,Toulouse,FRA,1,1616.59545898,2024-03-18,2024-03-31,2024-03-20,2024-03-20 10:14:43
100.0,Strasbourg,FRA,1,1611.07714844,2024-03-17,2024-03-31,2024-03-20,2024-03-20 10:14:43
,Espanyol,ESP,2,1593.1237793,2024-03-18,2024-03-23,2024-03-20,2024-03-20 10:14:43
,Lorient,FRA,1,1584.87023926,2024-03-18,2024-03-31,2024-03-20,2024-03-20 10:14:43
,Ipswich,ENG,2,1580.67712402,2024-03-17,2024-04-15,2024-03-20,2024-03-20 10:14:43
,Elche,ESP,2,1576.79150391,2024-03-18,2024-03-24,2024-03-20,2024-03-20 10:14:43
,Valladolid,ESP,2,1565.30566406,2024-03-18,2024-03-24,2024-03-20,2024-03-20 10:14:43
,Oviedo,ESP,2,1563.52416992,2024-03-17,2024-03-23,2024-03-20,2024-03-20 10:14:43
,Levante,ESP,2,1563.03161621,2024-03-17,2024-03-24,2024-03-20,2024-03-20 10:14:43
,Leganes,ESP,2,1560.36962891,2024-03-18,2024-03-23,2024-03-20,2024-03-20 10:14:43
,Auxerre,FRA,2,1553.36120605,2024-03-17,2024-04-15,2024-03-20,2024-03-20 10:14:43
,Le Havre,FRA,1,1552.77893066,2024-03-18,2024-03-31,2024-03-20,2024-03-20 10:14:43
,Metz,FRA,1,1546.23620605,2024-03-18,2024-03-30,2024-03-20,2024-03-20 10:14:43
,Nantes,FRA,1,1538.81201172,2024-03-17,2024-03-31,2024-03-20,2024-03-20 10:14:43
,Saint-Etienne,FRA,2,1502.79931641,2024-03-17,2024-04-15,2024-03-20,2024-03-20 10:14:43
,Sunderland,ENG,2,1480.97192383,2024-03-17,2024-04-15,2024-03-20,2024-03-20 10:14:43
,Angers,FRA,2,1459.27307129,2024-03-17,2024-04-15,2024-03-20,2024-03-20 10:14:43
,Paris FC,FRA,2,1455.65698242,2024-03-17,2024-04-15,2024-03-20,2024-03-20 10:14:43
1.0,Man City,ENG,1,2052.29907227,2024-03-15,2024-03-31,2024-03-21,2024-03-21 10:14:22
2.0,Real Madrid,ESP,1,1971.24047852,2024-03-18,2024-03-31,2024-03-21,2024-03-21 10:14:22
4.0,Liverpool,ENG,1,1967.69360352,2024-03-17,2024-03-31,2024-03-21,2024-03-21 10:14:22
5.0,Arsenal,ENG,1,1956.6348877,2024-03-15,2024-03-31,2024-03-21,2024-03-21 10:14:22
8.0,Paris SG,FRA,1,1894.07617188,2024-03-18,2024-03-31,2024-03-21,2024-03-21 10:14:22
9.0,Barcelona,ESP,1,1887.69262695,2024-03-18,2024-03-30,2024-03-21,2024-03-21 10:14:22
12.0,Tottenham,ENG,1,1841.69372559,2024-03-18,2024-03-30,2024-03-21,2024-03-21 10:14:22
13.0,Aston Villa,ENG,1,1836.8079834,2024-03-18,2024-03-30,2024-03-21,2024-03-21 10:14:22
14.0,Atletico,ESP,1,1831.26086426,2024-03-18,2024-04-01,2024-03-21,2024-03-21 10:14:22
18.0,Man United,ENG,1,1814.65649414,2024-03-18,2024-03-30,2024-03-21,2024-03-21 10:14:22
23.0,Newcastle,ENG,1,1801.71228027,2024-03-18,2024-03-30,2024-03-21,2024-03-21 10:14:22
24.0,West Ham,ENG,1,1791.05041504,2024-03-18,2024-03-30,2024-03-21,2024-03-21 10:14:22
26.0,Chelsea,ENG,1,1789.40234375,2024-03-18,2024-03-30,2024-03-21,2024-03-21 10:14:22
29.0,Bilbao,ESP,1,1776.5904541,2024-03-17,2024-03-31,2024-03-21,2024-03-21 10:14:22
30.0,Brighton,ENG,1,1775.88256836,2024-03-16,2024-03-31,2024-03-21,2024-03-21 10:14:22
31.0,Sociedad,ESP,1,1772.10131836,2024-03-17,2024-03-31,2024-03-21,2024-03-21 10:14:22
32.0,Girona,ESP,1,1770.80249023,2024-03-17,2024-03-31,2024-03-21,2024-03-21 10:14:22
34.0,Fulham,ENG,1,1751.54907227,2024-03-18,2024-03-30,2024-03-21,2024-03-21 10:14:22
37.0,Wolves,ENG,1,1748.51184082,2024-03-18,2024-03-30,2024-03-21,2024-03-21 10:14:22
38.0,Marseille,FRA,1,1748.06030273,2024-03-18,2024-03-31,2024-03-21,2024-03-21 10:14:22
39.0,Lens,FRA,1,1747.44152832,2024-03-17,2024-03-29,2024-03-21,2024-03-21 10:14:22
41.0,Lille,FRA,1,1739.51940918,2024-03-18,2024-03-29,2024-03-21,2024-03-21 10:14:22
42.0,Rennes,FRA,1,1732.70239258,2024-03-18,2024-03-31,2024-03-21,2024-03-21 10:14:22
43.0,Brentford,ENG,1,1722.21020508,2024-03-18,2024-03-30,2024-03-21,2024-03-21 10:14:22
44.0,Villarreal,ESP,1,1721.32678223,2024-03-18,2024-04-01,2024-03-21,2024-03-21 10:14:22
46.0,Monaco,FRA,1,1716.85510254,2024-03-18,2024-03-30,2024-03-21,2024-03-21 10:14:22
47.0,Bournemouth,ENG,1,1709.94335938,2024-03-17,2024-03-30,2024-03-21,2024-03-21 10:14:22
49.0,Everton,ENG,1,1708.59289551,2024-03-17,2024-03-30,2024-03-21,2024-03-21 10:14:22
53.0,Crystal Palace,ENG,1,1703.23583984,2024-03-18,2024-03-30,2024-03-21,2024-03-21 10:14:22
54.0,Brest,FRA,1,1700.27490234,2024-03-18,2024-03-31,2024-03-21,2024-03-21 10:14:22
55.0,Valencia,ESP,1,1695.71740723,2024-03-18,2024-03-30,2024-03-21,2024-03-21 10:14:22
56.0,Leicester,ENG,2,1695.43493652,2024-03-18,2024-04-15,2024-03-21,2024-03-21 10:14:22
57.0,Nice,FRA,1,1694.66833496,2024-03-18,2024-03-31,2024-03-21,2024-03-21 10:14:22
59.0,Leeds,ENG,2,1693.50402832,2024-03-18,2024-04-15,2024-03-21,2024-03-21 10:14:22
60.0,Betis,ESP,1,1692.9083252,2024-03-18,2024-03-31,2024-03-21,2024-03-21 10:14:22
65.0,Lyon,FRA,1,1675.4753418,2024-03-18,2024-03-30,2024-03-21,2024-03-21 10:14:22
66.0,Getafe,ESP,1,1672.45202637,2024-03-18,2024-03-30,2024-03-21,2024-03-21 10:14:22
67.0,Sevilla,ESP,1,1671.46582031,2024-03-18,2024-03-30,2024-03-21,2024-03-21 10:14:22
71.0,Forest,ENG,1,1660.91333008,2024-03-17,2024-03-30,2024-03-21,2024-03-21 10:14:22
75.0,Osasuna,ESP,1,1653.05456543,2024-03-17,2024-03-30,2024-03-21,2024-03-21 10:14:22
79.0,Reims,FRA,1,1646.53161621,2024-03-18,2024-03-30,2024-03-21,2024-03-21 10:14:22
83.0,Celta,ESP,1,1643.60595703,2024-03-18,2024-03-31,2024-03-21,2024-03-21 10:14:22
86.0,Mallorca,ESP,1,1638.59741211,2024-03-18,2024-03-30,2024-03-21,2024-03-21 10:14:22
87.0,Burnley,ENG,1,1633.85009766,2024-03-17,2024-03-30,2024-03-21,2024-03-21 10:14:22
89.0,Southampton,ENG,2,1630.82397461,2024-03-18,2024-04-15,2024-03-21,2024-03-21 10:14:22
93.0,Las Palmas,ESP,1,1627.52331543,2024-03-18,2024-03-30,2024-03-21,2024-03-21 10:14:22
95.0,Rayo Vallecano,ESP,1,1625.3581543,2024-03-18,2024-03-31,2024-03-21,2024-03-21 10:14:22
96.0,Montpellier,FRA,1,1622.09423828,2024-03-18,2024-03-31,2024-03-21,2024-03-21 10:14:22
97.0,Alaves,ESP,1,1616.65478516,2024-03-18,2024-03-31,2024-03-21,2024-03-21 10:14:22
98.0,Toulouse,FRA,1,1616.59545898,2024-03-18,2024-03-31,2024-03-21,2024-03-21 10:14:22
100.0,Strasbourg,FRA,1,1611.07714844,2024-03-17,2024-03-31,2024-03-21,2024-03-21 10:14:22
,Espanyol,ESP,2,1593.1237793,2024-03-18,2024-03-23,2024-03-21,2024-03-21 10:14:22
,Lorient,FRA,1,1584.87023926,2024-03-18,2024-03-31,2024-03-21,2024-03-21 10:14:22
,Ipswich,ENG,2,1580.67712402,2024-03-17,2024-04-15,2024-03-21,2024-03-21 10:14:22
,Elche,ESP,2,1576.79150391,2024-03-18,2024-03-24,2024-03-21,2024-03-21 10:14:22
,Valladolid,ESP,2,1565.30566406,2024-03-18,2024-03-24,2024-03-21,2024-03-21 10:14:22
,Oviedo,ESP,2,1563.52416992,2024-03-17,2024-03-23,2024-03-21,2024-03-21 10:14:22
,Levante,ESP,2,1563.03161621,2024-03-17,2024-03-24,2024-03-21,2024-03-21 10:14:22
,Leganes,ESP,2,1560.36962891,2024-03-18,2024-03-23,2024-03-21,2024-03-21 10:14:22
,Auxerre,FRA,2,1553.36120605,2024-03-17,2024-04-15,2024-03-21,2024-03-21 10:14:22
,Le Havre,FRA,1,1552.77893066,2024-03-18,2024-03-31,2024-03-21,2024-03-21 10:14:22
,Metz,FRA,1,1546.23620605,2024-03-18,2024-03-30,2024-03-21,2024-03-21 10:14:22
,Nantes,FRA,1,1538.81201172,2024-03-17,2024-03-31,2024-03-21,2024-03-21 10:14:22
,Saint-Etienne,FRA,2,1502.79931641,2024-03-17,2024-04-15,2024-03-21,2024-03-21 10:14:22
,Sunderland,ENG,2,1480.97192383,2024-03-17,2024-04-15,2024-03-21,2024-03-21 10:14:22
,Angers,FRA,2,1459.27307129,2024-03-17,2024-04-15,2024-03-21,2024-03-21 10:14:22
,Paris FC,FRA,2,1455.65698242,2024-03-17,2024-04-15,2024-03-21,2024-03-21 10:14:22
1.0,Man City,ENG,1,2052.29907227,2024-03-15,2024-03-31,2024-03-22,2024-03-22 10:15:41
2.0,Real Madrid,ESP,1,1971.24047852,2024-03-18,2024-03-31,2024-03-22,2024-03-22 10:15:41
4.0,Liverpool,ENG,1,1967.69360352,2024-03-17,2024-03-31,2024-03-22,2024-03-22 10:15:41
5.0,Arsenal,ENG,1,1956.6348877,2024-03-15,2024-03-31,2024-03-22,2024-03-22 10:15:41
